raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
[],[],"['nail', 'ears', 'ear']",[],[],[],0,False,0.0,['nail trimming needed'],143,bird,10.6
[],[],[],[],['yesterday'],['advise urgency'],0,False,0.0,"['dental cleaning inquiry', 'routine checkup']",144,rabbit,9.0
"['diarrhea', 'discharge']","['gastrointestinal', 'ocular']",['ear'],[],['days'],['pig experiencing discharge'],2,True,1.0,"['ear discharge', 'diarrhea']",145,guinea pig,7.1
"['limp', 'limping', 'scratch', 'scratching', 'behavior']","['musculoskeletal', 'dermatological', 'behavioral']","['ears', 'ear']",['mild'],['days'],[],5,True,2.5,"['behavioral consultation', 'weight management consultation', 'diet advice needed', 'mild scratching', 'minor limping']",146,cat,1.0
"['cough', 'coughing', 'diarrhea', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'urinary']","['ears', 'ear']",['mild'],['today'],['advise urgency'],5,True,2.5,"['mild coughing', 'urinating more frequently', 'diarrhea']",147,dog,16.9
[],[],"['ears', 'ear']",[],['days'],[],0,False,0.0,"['poisoning suspected', 'heatstroke symptoms']",148,bird,5.3
"['appetite', 'scratch', 'scratching', 'behavior', 'urinating', 'frequent']","['gastrointestinal', 'dermatological', 'behavioral', 'urinary']","['ears', 'ear']",[],['yesterday'],[],6,True,3.0,"['loss of appetite', 'excessive scratching', 'urinating more frequently', 'sudden behavior change']",149,rabbit,9.9
"['limp', 'limping']",['musculoskeletal'],['ear'],[],['days'],"['dog experiencing limping', 'we come immediately']",2,True,1.0,"['minor limping', 'difficulty defecating']",150,dog,4.7
"['limp', 'limping', 'swollen', 'swollen']","['musculoskeletal', 'ocular']","['ears', 'ear']",['severe'],['yesterday'],[],4,True,3.0,"['swollen face', 'limping severely', 'difficulty swallowing']",151,guinea pig,9.4
"['cough', 'coughing', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'ocular', 'urinary']","['ear', 'eye']",['mild'],['today'],"['cat experiencing', 'we come immediately']",6,True,3.0,"['urinating more frequently', 'minor eye discharge', 'mild coughing']",152,cat,2.8
"['limp', 'limping']",['musculoskeletal'],[],[],['today'],['advise urgency'],2,True,1.0,['minor limping'],153,bird,9.7
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']",['ear'],['mild'],[],"['hamster experiencing advice', 'just started ago']",3,True,1.5,"['diet advice needed', 'grooming required', 'mild scratching', 'dental cleaning inquiry']",154,hamster,4.4
"['breath', 'behavior']","['respiratory', 'behavioral']",['ear'],[],['today'],"['hamster experiencing consultation', 'we come immediately']",2,True,1.0,"['behavioral consultation', 'bad breath']",155,hamster,10.6
"['sneezing', 'limp', 'limping', 'lethargy']","['respiratory', 'musculoskeletal', 'behavioral']",[],[],['today'],[],4,True,2.0,"['lethargy', 'minor limping', 'sneezing']",156,cat,18.0
"['eye', 'discharge', 'squint', 'squinting', 'urinating', 'frequent']","['ocular', 'urinary']","['ears', 'ear', 'eye']",[],['today'],[],6,True,3.0,"['urinating more frequently', 'eye discharge with squinting']",157,rabbit,3.3
['behavior'],['behavioral'],[],[],['days'],[],1,False,0.5,['sudden behavior change'],158,rabbit,1.0
['drinking'],['gastrointestinal'],[],[],[],['just started ago'],1,False,0.5,['drinking more water than usual'],159,dog,0.7
"['diarrhea', 'unconscious']","['gastrointestinal', 'neurological']","['ears', 'ear']",[],[],['just started ago'],2,True,2.5,"['bloody diarrhea', 'unconscious']",160,guinea pig,11.5
"['vomit', 'vomiting', 'drool', 'drooling', 'swollen', 'swollen']","['gastrointestinal', 'musculoskeletal', 'ocular']",[],[],['yesterday'],[],6,True,3.0,"['swollen face', 'excessive drooling', 'vomiting blood']",161,cat,15.5
"['cough', 'coughing', 'vomit', 'vomiting', 'scratch', 'scratching']","['respiratory', 'gastrointestinal', 'dermatological']","['ears', 'ear']",['mild'],[],['advise urgency'],6,True,3.0,"['mild coughing', 'vomiting', 'excessive scratching']",162,cat,7.6
"['drinking', 'urinating', 'frequent']","['gastrointestinal', 'urinary']","['ears', 'ear']",[],['today'],['advise urgency'],3,True,1.5,"['drinking more water than usual', 'urinating more frequently', 'diet advice needed']",163,bird,6.7
['appetite'],['gastrointestinal'],[],[],['today'],[],1,False,0.5,['loss of appetite'],164,guinea pig,3.0
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']","['nail', 'ears', 'ear']",['mild'],['yesterday'],[],3,True,1.5,"['bad breath', 'nail trimming needed', 'vaccination due', 'mild scratching']",165,bird,4.9
"['cough', 'coughing', 'sneezing']",['respiratory'],[],['mild'],['days'],[],3,True,1.5,"['sneezing', 'mild coughing']",166,guinea pig,14.2
"['drinking', 'lethargy']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],['days'],[],2,True,1.0,"['lethargy', 'drinking more water than usual']",167,guinea pig,14.3
['red'],['ocular'],"['nail', 'ears', 'ear']",[],['today'],['we come immediately'],1,False,0.5,"['grooming required', 'routine checkup', 'nail trimming needed']",168,cat,5.6
"['breathing', 'breath']",['respiratory'],"['ears', 'ear']",[],['days'],['going for'],2,True,2.5,['difficulty breathing'],169,cat,7.0
['behavior'],['behavioral'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,"['vaccination due', 'behavioral consultation']",170,bird,3.7
"['swollen', 'swollen', 'behavior']","['musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear']",['moderate'],['days'],[],3,True,1.5,"['swollen face', 'sudden behavior change', 'moderate bleeding', 'dental cleaning inquiry']",171,rabbit,9.1
"['cough', 'coughing', 'sneezing', 'diarrhea', 'scratch', 'scratching', 'red']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']","['ears', 'ear']",['mild'],['yesterday'],"['bird grooming', 'advise urgency']",7,True,3.5,"['diarrhea', 'excessive scratching', 'mild coughing', 'sneezing', 'grooming required']",172,bird,14.4
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['ears', 'ear']",['mild'],[],"['just started ago', 'advise urgency']",3,True,1.5,"['diet advice needed', 'mild scratching', 'behavioral consultation']",173,guinea pig,6.1
['breath'],['respiratory'],['ear'],[],[],"['dog experiencing breath', 'just started ago']",1,False,0.5,"['bad breath', 'vaccination due', 'routine checkup', 'weight management consultation']",174,dog,2.9
"['breath', 'injury', 'eye', 'vision']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],['yesterday'],[],4,True,2.0,"['dental cleaning inquiry', 'bad breath', 'vaccination due', 'eye injury with vision loss']",175,rabbit,6.8
"['diarrhea', 'swollen', 'eye', 'discharge', 'squint', 'squinting', 'swollen', 'behavior']","['gastrointestinal', 'musculoskeletal', 'ocular', 'behavioral']","['nail', 'ears', 'ear', 'eye']",[],['today'],[],8,True,4.0,"['swollen face', 'bloody diarrhea', 'eye discharge with squinting', 'sudden behavior change', 'nail trimming needed']",176,dog,2.2
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']","['ears', 'ear']",['mild'],[],[],3,True,1.5,"['grooming required', 'vaccination due', 'diet advice needed', 'mild scratching']",177,guinea pig,4.9
['behavior'],['behavioral'],"['ears', 'ear']",[],['today'],[],1,False,0.5,"['dental cleaning inquiry', 'routine checkup', 'behavioral consultation']",178,dog,5.9
"['pant', 'panting']",['respiratory'],['ear'],['moderate'],[],"['pig experiencing bleeding', 'advise urgency']",2,True,1.0,"['moderate bleeding', 'excessive panting']",179,guinea pig,5.1
['hair'],['dermatological'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,['weight management consultation'],180,cat,0.1
"['eye', 'discharge']",['ocular'],"['ears', 'ear', 'eye']",[],['days'],[],2,True,1.0,['minor eye discharge'],181,rabbit,10.7
"['limp', 'limping', 'behavior']","['musculoskeletal', 'behavioral']",['ear'],"['severe', 'moderate']",[],"['dog experiencing change', 'just started ago', 'we come immediately']",3,True,2.25,"['sudden behavior change', 'limping severely', 'moderate bleeding', 'difficulty swallowing']",182,dog,1.2
['behavior'],['behavioral'],['nail'],[],[],['advise urgency'],1,False,0.5,"['weight management consultation', 'diet advice needed', 'nail trimming needed', 'behavioral consultation']",183,rabbit,2.0
"['cough', 'coughing', 'vomit', 'vomiting']","['respiratory', 'gastrointestinal']","['ears', 'ear']","['severe', 'mild']",['days'],"['going for', 'advise urgency']",4,True,3.0,"['vomiting', 'mild coughing', 'severe trauma']",184,rabbit,1.5
['behavior'],['behavioral'],[],[],['yesterday'],[],1,False,0.5,"['vaccination due', 'routine checkup', 'dental cleaning inquiry', 'behavioral consultation']",185,hamster,12.0
['behavior'],['behavioral'],"['nail', 'ears', 'ear']",[],['days'],[],1,False,0.5,"['behavioral consultation', 'nail trimming needed', 'dental cleaning inquiry', 'diet advice needed']",186,bird,1.7
"['sneezing', 'diarrhea', 'scratch', 'scratching', 'eye', 'discharge']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']","['ears', 'ear', 'eye']",[],['days'],['rabbit sneezing'],6,True,3.0,"['minor eye discharge', 'sneezing', 'excessive scratching', 'diarrhea']",187,rabbit,3.5
"['breath', 'limp', 'limping', 'red']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear']",[],['days'],['going for'],4,True,2.0,"['bad breath', 'dental cleaning inquiry', 'weight management consultation', 'grooming required', 'minor limping']",188,dog,0.9
"['drinking', 'discharge']","['gastrointestinal', 'ocular']",['ear'],[],['today'],['pig experiencing'],2,True,1.0,"['drinking more water than usual', 'ear discharge']",189,guinea pig,1.9
"['vomit', 'vomiting']",['gastrointestinal'],['ear'],[],['yesterday'],['bird experiencing vomiting'],2,True,1.0,['vomiting'],190,bird,1.9
"['limp', 'limping', 'red']","['musculoskeletal', 'ocular']","['ears', 'ear']",[],['days'],[],3,True,1.5,"['vaccination due', 'routine checkup', 'grooming required', 'minor limping']",191,guinea pig,6.5
"['cough', 'coughing', 'diarrhea']","['respiratory', 'gastrointestinal']",['ear'],['mild'],['days'],['bird experiencing coughing'],3,True,1.5,"['mild coughing', 'diarrhea', 'routine checkup']",192,bird,1.6
"['scratch', 'scratching', 'red', 'behavior']","['dermatological', 'ocular', 'behavioral']",['ear'],['mild'],['today'],['rabbit experiencing vaccination'],4,True,2.0,"['vaccination due', 'grooming required', 'behavioral consultation', 'mild scratching']",193,rabbit,2.7
"['vomit', 'vomiting', 'diarrhea', 'unconscious', 'lethargy']","['gastrointestinal', 'neurological', 'behavioral']","['ears', 'ear']",[],['yesterday'],[],5,True,4.0,"['vomiting', 'diarrhea', 'lethargy', 'unconscious']",194,bird,4.9
"['breathing', 'breath', 'paralysis']","['respiratory', 'neurological']","['ears', 'ear']",[],['yesterday'],[],3,True,4.5,"['heatstroke symptoms', 'difficulty breathing', 'paralysis']",195,dog,0.4
"['cough', 'coughing', 'drool', 'drooling', 'eye', 'discharge', 'squint', 'squinting']","['respiratory', 'gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],[],[],8,True,4.0,"['persistent coughing', 'excessive drooling', 'eye discharge with squinting']",196,rabbit,13.5
"['vomit', 'vomiting', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']",['ear'],[],[],['just started ago'],5,True,2.5,"['urinating more frequently', 'ear discharge', 'vomiting']",197,bird,6.9
"['appetite', 'drinking', 'urinating', 'frequent']","['gastrointestinal', 'urinary']",['ear'],[],['days'],"['rabbit experiencing loss', 'going for']",4,True,2.0,"['urinating more frequently', 'loss of appetite', 'drinking more water than usual']",198,rabbit,2.9
"['limp', 'limping', 'scratch', 'scratching', 'urinating', 'frequent']","['musculoskeletal', 'dermatological', 'urinary']",[],[],['days'],[],6,True,3.0,"['urinating more frequently', 'excessive scratching', 'minor limping']",199,bird,2.7
[],[],[],[],['yesterday'],['we come immediately'],0,False,0.0,['weight management consultation'],200,guinea pig,12.7
['breath'],['respiratory'],['ear'],[],[],"['hamster experiencing breath', 'just started ago']",1,False,0.5,"['vaccination due', 'bad breath', 'diet advice needed']",201,hamster,5.6
"['vomit', 'vomiting']",['gastrointestinal'],['ear'],[],['days'],['cat experiencing vomiting'],2,True,1.0,['vomiting'],202,cat,17.6
"['sneezing', 'diarrhea']","['respiratory', 'gastrointestinal']",['ear'],[],['days'],"['hamster experiencing diarrhea', 'going for', 'advise urgency']",2,True,1.0,"['diarrhea', 'sneezing', 'weight management consultation']",203,hamster,5.5
"['cough', 'coughing', 'vomit', 'vomiting', 'appetite']","['respiratory', 'gastrointestinal']",[],['mild'],['yesterday'],['we come immediately'],5,True,2.5,"['vomiting', 'loss of appetite', 'mild coughing']",204,bird,1.1
"['urinating', 'frequent']",['urinary'],[],[],['days'],['going for'],2,True,1.0,['urinating more frequently'],205,cat,2.4
['red'],['ocular'],['nail'],[],['days'],['we come immediately'],1,False,0.5,"['weight management consultation', 'dental cleaning inquiry', 'nail trimming needed', 'grooming required']",206,rabbit,13.6
['behavior'],['behavioral'],['ear'],[],[],"['cat experiencing change', 'just started ago']",1,False,0.5,['sudden behavior change'],207,cat,2.2
['breath'],['respiratory'],"['ears', 'ear']",[],['today'],['we come immediately'],1,False,0.5,"['bad breath', 'dental cleaning inquiry']",208,guinea pig,7.1
"['pant', 'panting', 'limp', 'limping', 'swollen', 'swollen', 'behavior']","['respiratory', 'musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear']",['severe'],[],['just started ago'],7,True,5.0,"['swollen face', 'excessive panting', 'limping severely', 'sudden behavior change']",209,guinea pig,1.9
"['diarrhea', 'limp', 'limping']","['gastrointestinal', 'musculoskeletal']","['ears', 'ear']",['severe'],['today'],[],3,True,2.25,"['bloody diarrhea', 'limping severely']",210,cat,18.1
"['scratch', 'scratching']",['dermatological'],[],[],['days'],[],2,True,1.0,['excessive scratching'],211,bird,5.5
"['vomit', 'vomiting', 'drinking', 'limp', 'limping', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']",['ear'],[],[],[],6,True,3.0,"['vomiting', 'minor limping', 'drinking more water than usual', 'ear discharge']",212,dog,8.4
"['diarrhea', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']","['ears', 'ear']",[],['days'],[],3,True,1.5,"['diarrhea', 'excessive scratching']",213,guinea pig,7.0
['red'],['ocular'],"['ears', 'ear']",[],['days'],['advise urgency'],1,False,0.5,['grooming required'],214,guinea pig,11.3
"['eye', 'discharge']",['ocular'],['eye'],[],[],[],2,True,1.0,['minor eye discharge'],215,dog,6.1
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']",['ear'],[],[],"['cat experiencing consultation', 'just started ago', 'advise urgency']",3,True,1.5,"['behavioral consultation', 'weight management consultation', 'excessive scratching']",216,cat,7.6
"['drinking', 'eye', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear', 'eye']",[],['today'],[],3,True,1.5,"['minor eye discharge', 'drinking more water than usual']",217,cat,15.2
"['cough', 'coughing', 'sneezing', 'eye', 'discharge', 'urinating', 'frequent']","['respiratory', 'ocular', 'urinary']","['ears', 'ear', 'eye']",['mild'],['today'],[],7,True,3.5,"['mild coughing', 'minor eye discharge', 'urinating more frequently', 'sneezing']",218,bird,10.8
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']",['nail'],['mild'],['days'],['we come immediately'],3,True,1.5,"['vaccination due', 'grooming required', 'mild scratching', 'nail trimming needed']",219,rabbit,14.0
['breath'],['respiratory'],"['ears', 'ear']",[],['days'],"['going for', 'we come immediately']",1,False,0.5,"['weight management consultation', 'bad breath']",220,hamster,1.5
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['ears', 'ear']",['mild'],['yesterday'],[],3,True,1.5,"['behavioral consultation', 'vaccination due', 'mild scratching']",221,hamster,7.4
['drinking'],['gastrointestinal'],[],[],[],[],1,False,0.5,['drinking more water than usual'],222,dog,12.2
"['sneezing', 'appetite', 'limp', 'limping']","['respiratory', 'gastrointestinal', 'musculoskeletal']",['ear'],['severe'],[],"['hamster experiencing sneezing', 'just started ago']",4,True,3.0,"['sneezing', 'loss of appetite', 'minor limping', 'severe bleeding']",223,hamster,10.7
['red'],['ocular'],[],[],[],['we come immediately'],1,False,0.5,"['grooming required', 'vaccination due']",224,hamster,11.3
"['cough', 'coughing', 'sneezing', 'appetite']","['respiratory', 'gastrointestinal']",['ear'],['mild'],[],['rabbit experiencing'],4,True,2.0,"['sneezing', 'mild coughing', 'loss of appetite']",225,rabbit,5.4
"['scratch', 'scratching']",['dermatological'],"['nail', 'gum', 'gums']",['mild'],[],[],2,True,1.0,"['weight management consultation', 'nail trimming needed', 'mild scratching', 'pale gums']",226,cat,17.0
"['sneezing', 'appetite', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'urinary']",[],['severe'],[],['just started ago'],4,True,3.0,"['loss of appetite', 'urinating more frequently', 'sneezing', 'severe trauma']",227,bird,10.3
