case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
100,2024-09-22T11:53:03.881214,hamster,mixed,5.4,adult,0.1,"['mild scratching', 'weight management consultation', 'eye discharge with squinting']","Patient is a mixed hamster, 5.4 years old, presenting with mild scratching, weight management consultation, eye discharge with squinting. Symptoms for the past week. Seems to be getting worse.",low,1,194,False,False,[]
101,2024-09-14T11:53:03.881227,bird,mixed,6.8,adult,0.4,"['ear discharge', 'vomiting', 'loss of appetite']","Patient is a mixed bird, 6.8 years old, presenting with ear discharge, vomiting, loss of appetite. Has been going on for 2 days. Should we come in immediately?",moderate,2,69,False,True,[]
102,2024-11-12T11:53:03.881236,hamster,mixed,4.5,adult,0.2,"['vomiting', 'minor limping', 'nail trimming needed']","Concerned about my hamster (mixed, 4.5yo) showing signs of vomiting, minor limping, nail trimming needed. Symptoms for the past week. Should we come in immediately?",moderate,2,69,False,False,['hip dysplasia']
103,2024-10-22T11:53:03.881246,cat,Bengal,2.7,young,3.7,"['urinating more frequently', 'minor eye discharge', 'mild coughing']","Patient is a Bengal cat, 2.7 years old, presenting with urinating more frequently, minor eye discharge, mild coughing. Just started an hour ago. Is this an emergency?",moderate,3,25,False,True,[]
104,2025-05-11T11:53:03.881256,dog,Dachshund,17.3,geriatric,15.5,"['diet advice needed', 'nail trimming needed', 'dental cleaning inquiry', 'pale gums']","Patient is a Dachshund dog, 17.3 years old, presenting with diet advice needed, nail trimming needed, dental cleaning inquiry, pale gums. Has been going on for 2 days. Pet is distressed.",low,3,33,False,True,['cancer remission']
105,2025-04-05T11:53:03.881268,rabbit,mixed,4.7,adult,1.5,"['mild scratching', 'diet advice needed', 'nail trimming needed', 'grooming required']","Patient is a mixed rabbit, 4.7 years old, presenting with mild scratching, diet advice needed, nail trimming needed, grooming required. Symptoms for the past week. Very worried.",low,1,234,False,False,[]
106,2024-09-05T11:53:03.881278,cat,Bengal,1.7,young,3.9,"['mild scratching', 'diet advice needed', 'nail trimming needed', 'bad breath']","Patient is a Bengal cat, 1.7 years old, presenting with mild scratching, diet advice needed, nail trimming needed, bad breath. Symptoms for the past week. Very worried.",low,2,112,False,False,[]
107,2025-05-25T11:53:03.881286,dog,Labrador,18.7,geriatric,29.0,['sneezing'],"Patient is a Labrador dog, 18.7 years old, presenting with sneezing. Just started an hour ago. Is this an emergency?",moderate,4,14,True,True,"['obesity', 'allergies', 'eye problems']"
108,2025-04-07T11:53:03.881296,dog,Husky,2.8,young,34.2,['nail trimming needed'],"Patient is a Husky dog, 2.8 years old, presenting with nail trimming needed. Noticed yesterday. Seems to be getting worse.",low,2,78,False,False,[]
109,2025-06-02T11:53:03.881306,cat,Scottish Fold,18.8,geriatric,4.2,"['loss of appetite', 'drinking more water than usual', 'sneezing', 'excessive scratching', 'poisoning suspected']","Scottish Fold cat with loss of appetite, drinking more water than usual, sneezing, excessive scratching, poisoning suspected. Age: 18.8 years. Progressive over 3 days. Should we come in immediately?",moderate,4,10,True,False,[]
110,2025-04-02T11:53:03.881315,cat,Bengal,1.2,young,3.5,"['drinking more water than usual', 'vomiting', 'minor limping', 'ear discharge']","My 1.2 year old Bengal cat has been experiencing drinking more water than usual, vomiting, minor limping, ear discharge. Just started an hour ago. Pet is distressed.",moderate,3,25,False,False,[]
111,2024-08-21T11:53:03.881324,dog,Poodle,15.1,geriatric,23.9,"['nail trimming needed', 'routine checkup']","My 15.1 year old Poodle dog has been experiencing nail trimming needed, routine checkup. Progressive over 3 days. Is this an emergency?",low,3,45,False,False,"['ear infections', 'hip dysplasia']"
112,2025-01-20T11:53:03.881334,cat,Persian,1.0,kitten,2.1,['eye injury with vision loss'],"Concerned about my cat (Persian, 1.0yo) showing signs of eye injury with vision loss. Progressive over 3 days. Seems to be getting worse.",critical,5,0,True,False,[]
113,2024-10-19T11:53:03.881343,rabbit,mixed,2.2,young,3.3,"['bad breath', 'mild scratching', 'diet advice needed', 'grooming required', 'lethargy']","Patient is a mixed rabbit, 2.2 years old, presenting with bad breath, mild scratching, diet advice needed, grooming required, lethargy. Started today. Please advise urgency.",low,2,70,False,False,"['kidney disease', 'eye problems']"
114,2024-12-18T11:53:03.881352,bird,mixed,7.8,adult,0.5,['minor limping'],My 7.8 year old mixed bird has been experiencing minor limping. Started today. Should we come in immediately?,moderate,2,46,False,True,"['skin condition', 'cancer remission', 'hip dysplasia']"
115,2025-08-09T11:53:03.881363,bird,mixed,6.3,adult,0.1,"['dental cleaning inquiry', 'mild scratching', 'nail trimming needed', 'mild coughing']","mixed bird with dental cleaning inquiry, mild scratching, nail trimming needed, mild coughing. Age: 6.3 years. Symptoms for the past week. Very worried.",low,1,146,False,True,[]
116,2025-05-28T11:53:03.881372,dog,Poodle,0.2,puppy,17.4,"['vaccination due', 'dental cleaning inquiry']","Concerned about my dog (Poodle, 0.2yo) showing signs of vaccination due, dental cleaning inquiry. Has been going on for 2 days. Should we come in immediately?",low,2,120,False,False,[]
117,2025-03-16T11:53:03.881380,hamster,mixed,9.4,senior,0.2,"['vaccination due', 'dental cleaning inquiry', 'nail trimming needed']","Concerned about my hamster (mixed, 9.4yo) showing signs of vaccination due, dental cleaning inquiry, nail trimming needed. Noticed yesterday. Is this an emergency?",low,2,91,False,False,[]
118,2025-05-21T11:53:03.881390,hamster,mixed,3.2,adult,0.2,"['loss of appetite', 'ear discharge', 'urinating more frequently', 'limping severely']","mixed hamster with loss of appetite, ear discharge, urinating more frequently, limping severely. Age: 3.2 years. Progressive over 3 days. Very worried.",moderate,2,120,False,False,[]
119,2025-01-25T11:53:03.881398,hamster,mixed,2.4,young,0.2,"['urinating more frequently', 'lethargy', 'drinking more water than usual', 'minor eye discharge']","Concerned about my hamster (mixed, 2.4yo) showing signs of urinating more frequently, lethargy, drinking more water than usual, minor eye discharge. Symptoms for the past week. Is this an emergency?",moderate,3,34,False,False,[]
120,2025-08-10T11:53:03.881407,cat,Persian,1.5,young,4.9,['lethargy'],"Patient is a Persian cat, 1.5 years old, presenting with lethargy. Noticed yesterday. Seems to be getting worse.",moderate,3,26,False,True,[]
121,2024-11-29T11:53:03.881416,rabbit,mixed,1.5,young,1.6,"['swollen face', 'excessive drooling', 'severe trauma']","My 1.5 year old mixed rabbit has been experiencing swollen face, excessive drooling, severe trauma. Started today. Should we come in immediately?",urgent,4,15,True,False,[]
122,2025-06-07T11:53:03.881424,rabbit,mixed,12.8,senior,3.5,['urinating more frequently'],"Concerned about my rabbit (mixed, 12.8yo) showing signs of urinating more frequently. Symptoms for the past week. Please advise urgency.",moderate,3,24,False,True,"['ear infections', 'allergies', 'cancer remission']"
123,2024-09-11T11:53:03.881434,rabbit,mixed,5.9,adult,2.9,"['weight management consultation', 'routine checkup']","My 5.9 year old mixed rabbit has been experiencing weight management consultation, routine checkup. Symptoms for the past week. Pet is distressed.",low,1,167,False,True,['skin condition']
124,2024-10-11T11:53:03.881444,rabbit,mixed,14.4,senior,2.8,"['weight management consultation', 'excessive panting']","My 14.4 year old mixed rabbit has been experiencing weight management consultation, excessive panting. Has been going on for 2 days. Please advise urgency.",low,2,62,False,True,[]
125,2025-04-01T11:53:03.881454,hamster,mixed,1.4,young,0.1,"['diarrhea', 'lethargy', 'nail trimming needed']","Patient is a mixed hamster, 1.4 years old, presenting with diarrhea, lethargy, nail trimming needed. Has been going on for 2 days. Please advise urgency.",moderate,3,44,False,False,[]
126,2025-06-23T11:53:03.881463,guinea pig,mixed,11.4,senior,1.2,"['vomiting', 'minor eye discharge', 'lethargy', 'unable to urinate']","mixed guinea pig with vomiting, minor eye discharge, lethargy, unable to urinate. Age: 11.4 years. Noticed yesterday. Pet is distressed.",moderate,3,26,False,False,[]
127,2025-08-11T11:53:03.881471,rabbit,mixed,8.5,senior,2.4,"['behavioral consultation', 'vaccination due']","Patient is a mixed rabbit, 8.5 years old, presenting with behavioral consultation, vaccination due. Started today. Very worried.",low,2,80,False,True,[]
128,2024-10-27T11:53:03.881481,dog,Beagle,5.2,adult,27.0,['vaccination due'],"Patient is a Beagle dog, 5.2 years old, presenting with vaccination due. Started today. Pet is distressed.",low,1,153,False,True,"['heart murmur', 'arthritis']"
129,2024-09-10T11:53:03.881492,hamster,mixed,9.6,senior,0.2,"['difficulty swallowing', 'swollen face']","mixed hamster with difficulty swallowing, swollen face. Age: 9.6 years. Has been going on for 2 days. Is this an emergency?",urgent,5,4,True,True,"['eye problems', 'kidney disease']"
130,2025-07-06T11:53:03.881503,guinea pig,mixed,13.4,senior,1.0,"['diarrhea', 'sneezing', 'drinking more water than usual']","mixed guinea pig with diarrhea, sneezing, drinking more water than usual. Age: 13.4 years. Started today. Very worried.",moderate,3,15,False,False,[]
131,2024-12-14T11:53:03.881512,dog,Dachshund,15.5,geriatric,28.2,"['bad breath', 'mild scratching']","Dachshund dog with bad breath, mild scratching. Age: 15.5 years. Progressive over 3 days. Is this an emergency?",low,3,42,False,False,['thyroid issues']
132,2024-11-29T11:53:03.881521,bird,mixed,7.6,adult,0.3,"['minor eye discharge', 'diarrhea']","My 7.6 year old mixed bird has been experiencing minor eye discharge, diarrhea. Progressive over 3 days. Should we come in immediately?",moderate,2,57,False,True,"['heart murmur', 'ear infections']"
133,2025-07-07T11:53:03.881531,cat,Maine Coon,1.5,young,4.3,"['mild coughing', 'excessive scratching']","My 1.5 year old Maine Coon cat has been experiencing mild coughing, excessive scratching. Symptoms for the past week. Please advise urgency.",moderate,3,34,False,True,"['heart murmur', 'kidney disease', 'thyroid issues']"
134,2025-04-03T11:53:03.881540,bird,mixed,1.5,young,0.2,['routine checkup'],"Concerned about my bird (mixed, 1.5yo) showing signs of routine checkup. Progressive over 3 days. Should we come in immediately?",low,2,46,False,False,"['arthritis', 'heart murmur', 'thyroid issues']"
135,2024-09-15T11:53:03.881551,cat,Ragdoll,6.9,adult,3.8,"['diet advice needed', 'dental cleaning inquiry', 'grooming required', 'mild scratching', 'vomiting']","Ragdoll cat with diet advice needed, dental cleaning inquiry, grooming required, mild scratching, vomiting. Age: 6.9 years. Just started an hour ago. Pet is distressed.",low,1,156,False,False,[]
136,2025-03-14T11:53:03.881561,bird,mixed,2.0,young,0.3,"['vaccination due', 'nail trimming needed', 'grooming required', 'minor limping']","My 2.0 year old mixed bird has been experiencing vaccination due, nail trimming needed, grooming required, minor limping. Started today. Is this an emergency?",low,2,64,False,False,[]
137,2025-04-27T11:53:03.881569,hamster,mixed,2.0,young,0.1,"['eye injury with vision loss', 'unable to urinate']","Patient is a mixed hamster, 2.0 years old, presenting with eye injury with vision loss, unable to urinate. Has been going on for 2 days. Seems to be getting worse.",critical,5,3,True,False,[]
138,2025-08-03T11:53:03.881578,bird,mixed,2.2,young,0.4,"['vomiting', 'lethargy', 'mild coughing', 'excessive scratching']","Patient is a mixed bird, 2.2 years old, presenting with vomiting, lethargy, mild coughing, excessive scratching. Has been going on for 2 days. Very worried.",moderate,3,36,False,True,['obesity']
139,2025-03-14T11:53:03.881587,hamster,mixed,13.9,senior,0.2,"['moderate bleeding', 'bloody diarrhea']","Concerned about my hamster (mixed, 13.9yo) showing signs of moderate bleeding, bloody diarrhea. Has been going on for 2 days. Should we come in immediately?",urgent,5,1,True,True,['arthritis']
140,2025-06-11T11:53:03.881597,hamster,mixed,7.9,adult,0.2,"['routine checkup', 'mild scratching', 'behavioral consultation', 'diet advice needed']","Concerned about my hamster (mixed, 7.9yo) showing signs of routine checkup, mild scratching, behavioral consultation, diet advice needed. Progressive over 3 days. Seems to be getting worse.",low,1,150,False,True,[]
141,2025-08-17T11:53:03.881606,dog,Pug,14.0,senior,15.9,"['excessive scratching', 'drinking more water than usual', 'mild coughing']","Patient is a Pug dog, 14.0 years old, presenting with excessive scratching, drinking more water than usual, mild coughing. Noticed yesterday. Pet is distressed.",moderate,3,43,False,False,[]
142,2025-04-26T11:53:03.881616,rabbit,mixed,10.0,senior,1.7,"['excessive scratching', 'eye discharge with squinting']","mixed rabbit with excessive scratching, eye discharge with squinting. Age: 10.0 years. Symptoms for the past week. Pet is distressed.",moderate,3,23,False,True,"['diabetes', 'allergies']"
143,2025-03-12T11:53:03.881626,dog,Chihuahua,1.0,young,2.9,"['drinking more water than usual', 'sneezing', 'excessive scratching', 'loss of appetite']","Chihuahua dog with drinking more water than usual, sneezing, excessive scratching, loss of appetite. Age: 1.0 years. Started today. Seems to be getting worse.",moderate,3,21,False,False,['eye problems']
144,2024-09-20T11:53:03.881635,rabbit,mixed,5.3,adult,2.1,"['diet advice needed', 'nail trimming needed', 'routine checkup']","mixed rabbit with diet advice needed, nail trimming needed, routine checkup. Age: 5.3 years. Started today. Seems to be getting worse.",low,1,193,False,False,[]
145,2025-05-31T11:53:03.881644,dog,Poodle,0.2,puppy,10.3,"['vomiting', 'ear discharge', 'minor eye discharge']","Poodle dog with vomiting, ear discharge, minor eye discharge. Age: 0.2 years. Has been going on for 2 days. Is this an emergency?",moderate,3,28,False,True,"['anxiety', 'ear infections', 'diabetes']"
146,2025-08-20T11:53:03.881654,bird,mixed,4.2,adult,0.5,"['minor limping', 'vomiting', 'lethargy', 'urinating more frequently']","Concerned about my bird (mixed, 4.2yo) showing signs of minor limping, vomiting, lethargy, urinating more frequently. Noticed yesterday. Very worried.",moderate,2,45,False,False,['allergies']
147,2025-03-12T11:53:03.881663,guinea pig,mixed,2.9,young,1.0,['behavioral consultation'],mixed guinea pig with behavioral consultation. Age: 2.9 years. Has been going on for 2 days. Should we come in immediately?,low,2,98,False,False,"['anxiety', 'skin condition']"
